
Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA;;UNO
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2020-01-01;45.106,29;5450922451067;47.050,64;5942116740321;42.999,50;8740404826785;46.485,24;2012846281005;72.866,39;847425822015;43.046,89;4638031641612;47.769,80;9681650217
2020-01-02;45.105,36;5442978544262;47.039,25;5933201066048;43.006,82;8734015755429;46.480,60;2007178550652;72.865,25;843518521577;43.045,15;4623312953522;47.762,21;11651365150
2020-01-03;45.249,20;5461879631988;47.187,64;5953832899281;43.136,26;8754878062101;46.634,99;2015362325870;73.099,41;846306556666;43.193,55;4638040143127;47.901,05;11824483556
2020-01-04;45.249,20;5461879631988;47.187,64;5953832899281;43.136,26;8754878062101;46.634,99;2015362325870;73.099,41;846306556666;43.193,55;4638040143127;47.901,05;11824483556
2020-01-05;45.249,20;5461879631988;47.187,64;5953832899281;43.136,26;8754878062101;46.634,99;2015362325870;73.099,41;846306556666;43.193,55;4638040143127;47.901,05;11824483556
2020-01-06;45.315,69;5484256254567;47.260,68;5969004116007;43.212,72;8775617073217;46.693,64;2020056225675;73.206,97;847485068287;43.262,71;4648636839708;47.950,46;12166272625
2020-01-07;45.378,23;5497600362829;47.323,43;5976658716345;43.260,97;8790603126796;46.739,27;2022714058303;73.293,86;848131917019;43.318,59;4655568750691;47.992,09;12208235274
2020-01-08;45.391,20;5488903133250;47.326,23;5985453970510;43.279,75;8788503641686;46.737,02;2023684224733;73.301,94;848117923540;43.325,42;4657371038958;47.991,49;12120194845
2020-01-09;45.348,86;5519544699546;47.272,72;5998960028125;43.239,53;8802044576454;46.702,22;2025729789513;73.222,77;847455837924;43.288,71;4663253949538;47.936,07;12198452533
2020-01-10;45.308,37;5571834276338;47.233,94;6008603090793;43.192,63;8816747967063;46.635,05;2026490801744;73.141,80;847670296789;43.261,10;4661192866022;47.888,01;12253268465
2020-01-11;45.308,37;5571834276338;47.233,94;6008603090793;43.192,63;8816747967063;46.635,05;2026490801744;73.141,80;847670296789;43.261,10;4661192866022;47.888,01;12253268465
2020-01-12;45.308,37;5571834276338;47.233,94;6008603090793;43.192,63;8816747967063;46.635,05;2026490801744;73.141,80;847670296789;43.261,10;4661192866022;47.888,01;12253268465
2020-01-13;45.173,59;5554441671262;47.114,83;5990008909345;43.077,05;8786665645606;46.503,77;2024275699903;72.914,19;845358664350;43.130,07;4649422918051;47.757,26;12372455666
2020-01-14;45.226,36;5567396654755;47.163,30;5998870910845;43.123,72;8797025017313;46.562,07;2030601060259;73.008,96;847286703085;43.166,06;4660412826430;47.829,63;12614158852
2020-01-15;45.242,06;5324806350194;47.183,55;5675918428284;43.145,29;8390652748596;46.591,73;1910537267781;73.046,03;828802001135;43.185,50;4537247725887;47.832,46;15101290334
2020-01-16;45.308,56;5121114096658;47.264,46;5466903978851;43.194,79;7959446416745;46.667,31;1836911509020;73.162,38;820573219950;43.250,05;4475246900360;47.907,45;14819800437
2020-01-17;45.388,69;5052367655260;47.358,27;5413022879788;43.267,62;7662285600982;46.757,99;1807404894173;73.293,97;817744770451;43.325,55;4449122758350;47.982,48;14726636322
2020-01-18;45.388,69;5052367655260;47.358,27;5413022879788;43.267,62;7662285600982;46.757,99;1807404894173;73.293,97;817744770451;43.325,55;4449122758350;47.982,48;14726636322
2020-01-19;45.388,69;5052367655260;47.358,27;5413022879788;43.267,62;7662285600982;46.757,99;1807404894173;73.293,97;817744770451;43.325,55;4449122758350;47.982,48;14726636322
2020-01-20;45.525,67;5011225896544;47.504,96;5393424796000;43.397,28;7628452169021;46.908,33;1802413883384;73.510,09;818558222870;43.465,85;4448248068852;48.099,66;14766621180
2020-01-21;45.618,68;4976938594386;47.612,71;5381049446021;43.478,86;7610288168853;47.006,53;1801163525115;73.669,10;818982267737;43.568,87;4449551811272;48.202,50;14713494717
2020-01-22;45.539,98;5218400072935;47.535,73;5642421248112;43.446,12;7987013508191;46.952,24;1889371494301;73.552,27;833723734320;43.479,29;4519220718626;48.085,54;15517978169
2020-01-23;45.472,91;5350639739356;47.479,01;5801296228329;43.377,90;8352003020433;46.869,20;1952468020081;73.432,47;841169245192;43.409,09;4603287743605;48.039,24;15480250077
2020-01-24;45.387,20;5427814724763;47.408,14;5873363187850;43.295,32;8614284029393;46.773,93;1977814662554;73.294,58;845249667616;43.327,81;4633296067075;47.941,93;15616661899
2020-01-25;45.387,20;5427814724763;47.408,14;5873363187850;43.295,32;8614284029393;46.773,93;1977814662554;73.294,58;845249667616;43.327,81;4633296067075;47.941,93;15616661899
2020-01-26;45.387,20;5427814724763;47.408,14;5873363187850;43.295,32;8614284029393;46.773,93;1977814662554;73.294,58;845249667616;43.327,81;4633296067075;47.941,93;15616661899
2020-01-27;45.348,45;5466046647266;47.358,04;5915179889060;43.249,98;8684618320279;46.717,87;1991605805802;73.228,43;847944483536;43.283,83;4649483163425;47.919,46;15818074270
2020-01-28;45.394,97;5481315026048;47.431,41;5931954360875;43.319,37;8712498450368;46.767,73;1996775676056;73.315,94;849680224444;43.329,35;4659017344960;47.971,07;15496454146
2020-01-29;45.458,42;5499281924312;47.494,65;5951798461899;43.363,52;8742123810115;46.828,70;2003630694361;73.418,60;851631154574;43.400,63;4674808106230;48.045,10;15537143603
2020-01-30;45.422,08;5512711896689;47.460,86;5951583485759;43.343,20;8759738077048;46.787,43;2004856413219;73.355,76;851252200734;43.368,48;4675010057913;47.995,71;15738234823
2020-01-31;45.375,40;5563392684809;47.426,35;5987553592274;43.304,76;8811407129066;46.733,49;2009023992445;73.285,84;852124646441;43.308,52;4682901779059;47.956,73;15557150998
2020-02-01;45.375,40;5563392684809;47.426,35;5987553592274;43.304,76;8811407129066;46.733,49;2009023992445;73.285,84;852124646441;43.308,52;4682901779059;47.956,73;15557150998
2020-02-02;45.375,40;5563392684809;47.426,35;5987553592274;43.304,76;8811407129066;46.733,49;2009023992445;73.285,84;852124646441;43.308,52;4682901779059;47.956,73;15557150998
2020-02-03;45.367,06;5585782167118;47.428,26;5990526564279;43.305,50;8831123619535;46.721,09;2007627991200;73.277,99;857139077957;43.306,62;4679690173063;47.957,36;16334436886
2020-02-04;45.362,86;5588279172071;47.408,53;5989290089689;43.290,32;8827211180803;46.714,88;2008118259738;73.256,57;857159470703;43.297,09;4679180112611;47.950,52;16354028326
2020-02-05;45.416,00;5600618698326;47.436,41;5995030435870;43.327,74;8845273673594;46.774,52;2012300991830;73.330,52;858578880236;43.344,87;4686128572827;47.988,59;16383233676
2020-02-06;45.395,93;5602031871296;47.427,47;5994088916707;43.294,89;8842566008772;46.768,35;2012211178036;73.322,20;858873088915;43.335,30;4686309113801;47.983,75;14992617256
2020-02-07;45.420,14;5611925134164;47.444,83;5999235531123;43.329,17;8858869809342;46.786,87;2015411211038;73.324,80;859365965417;43.354,51;4690640312390;47.993,81;14956870466
2020-02-08;45.420,14;5611925134164;47.444,83;5999235531123;43.329,17;8858869809342;46.786,87;2015411211038;73.324,80;859365965417;43.354,51;4690640312390;47.993,81;14956870466
2020-02-09;45.420,14;5611925134164;47.444,83;5999235531123;43.329,17;8858869809342;46.786,87;2015411211038;73.324,80;859365965417;43.354,51;4690640312390;47.993,81;14956870466
2020-02-10;45.510,96;5623246013678;47.528,91;6008416545470;43.427,84;8868810338479;46.870,19;2018544559613;73.442,88;860449086390;43.449,06;4700372967042;48.075,60;14952761516
2020-02-11;45.566,13;5619949744039;47.588,84;6006991314325;43.475,36;8866440583262;46.907,31;2020884899512;73.539,96;861635211875;43.501,22;4701723190920;48.138,71;14912039198
2020-02-12;45.468,93;5606733169300;47.483,23;5992473993449;43.375,56;8842809307505;46.807,40;2019023042530;73.383,55;860780628374;43.410,71;4692713008780;48.038,99;14894406390
2020-02-13;45.461,82;5602192223484;47.479,47;5988948021766;43.371,84;8835734126606;46.799,99;2019805101121;73.367,51;860876115728;43.405,91;4692643798337;48.032,89;14904757564
2020-02-14;45.388,58;5560239554890;47.398,46;5964779718379;43.314,30;8772238529525;46.717,44;2013474584974;73.249,91;859532328410;43.327,51;4678123101617;47.956,49;14760142066
2020-02-15;45.388,58;5560239554890;47.398,46;5964779718379;43.314,30;8772238529525;46.717,44;2013474584974;73.249,91;859532328410;43.327,51;4678123101617;47.956,49;14760142066
2020-02-16;45.388,58;5560239554890;47.398,46;5964779718379;43.314,30;8772238529525;46.717,44;2013474584974;73.249,91;859532328410;43.327,51;4678123101617;47.956,49;14760142066
2020-02-17;45.331,28;5535076554233;47.337,58;5930287839186;43.258,05;8727265241428;46.645,87;1999990388994;73.143,58;860453355577;43.269,57;4658184662361;47.902,73;15976999934
2020-02-18;45.321,76;5518345388848;47.320,28;5910640116274;43.242,14;8701261569494;46.624,78;1997070990774;73.126,54;859683955204;43.253,79;4652438559274;47.883,35;15941058635
2020-02-19;45.161,87;5489900375722;47.159,38;5884346166265;43.100,44;8660726614547;46.451,54;1988909224840;72.862,23;856497242031;43.094,21;4631685970963;47.712,75;15772100359
2020-02-20;44.976,90;5460399348407;46.962,03;5854590478522;42.915,05;8612126754729;46.245,32;1979451618830;72.557,41;852904057788;42.884,62;4606853151562;47.503,97;15751986235
2020-02-21;44.681,81;5411024049069;46.665,97;5810309968823;42.668,89;8543846031556;45.936,12;1963929911499;72.079,32;847037068060;42.579,08;4569488335810;47.201,28;15671935411
2020-02-22;44.681,81;5411024049069;46.665,97;5810309968823;42.668,89;8543846031556;45.936,12;1963929911499;72.079,32;847037068060;42.579,08;4569488335810;47.201,28;15671935411
2020-02-23;44.681,81;5411024049069;46.665,97;5810309968823;42.668,89;8543846031556;45.936,12;1963929911499;72.079,32;847037068060;42.579,08;4569488335810;47.201,28;15671935411
2020-02-24;44.470,12;5371926233428;46.430,01;5774012781430;42.492,01;8494584312507;45.697,54;1952481943512;71.726,90;842061887451;42.330,47;4541043569705;46.963,49;15556637354
2020-02-25;44.595,63;5367958462829;46.583,41;5783942105896;42.622,18;8513661017953;45.866,40;1958596238229;71.955,75;844245272679;42.442,65;4548414423383;47.100,95;15617344912
2020-02-26;44.641,83;5343155678605;46.645,30;5779615061863;42.660,27;8504069660003;45.957,25;1960804947658;72.082,92;845674603399;42.520,66;4553158931417;47.190,50;15593118147
2020-02-27;44.528,00;5316262868324;46.535,88;5755448196599;42.564,33;8473633761792;45.841,86;1954810384868;71.903,58;843593495958;42.405,55;4538307390648;47.078,05;15673486715
2020-02-28;44.250,09;5277894303480;46.251,88;5735492867759;42.332,79;8460627433112;45.573,94;1948095838430;71.492,44;840422818635;42.107,86;4509425291625;46.765,44;15572810234
2020-02-29;44.250,09;5277894303480;46.251,88;5735492867759;42.332,79;8460627433112;45.573,94;1948095838430;71.492,44;840422818635;42.107,86;4509425291625;46.765,44;15572810234
2020-03-01;44.250,09;5277894303480;46.251,88;5735492867759;42.332,79;8460627433112;45.573,94;1948095838430;71.492,44;840422818635;42.107,86;4509425291625;46.765,44;15572810234
2020-03-02;44.150,08;5249780227375;46.160,46;5720550142930;42.268,96;8444964742393;45.494,45;1945237114960;71.336,59;846416778135;41.988,92;4489581461506;46.723,70;15970672770
2020-03-03;44.271,06;5287225767527;46.287,06;5739694374183;42.397,84;8487863521526;45.621,90;1951482385080;71.521,10;848802517412;42.102,74;4507103823819;46.815,14;16012771243
2020-03-04;44.533,99;5336978022936;46.541,36;5783490875058;42.634,64;8579152945881;45.870,00;1967559973622;71.881,80;854895427456;42.337,78;4540388074327;47.059,05;16112076789
2020-03-05;45.055,91;5474879528133;47.100,49;5887531783423;43.111,75;8771964212942;46.421,97;2000571340083;72.684,66;865761783266;42.869,08;4619990289265;47.608,73;16664939507
2020-03-06;45.160,59;5519782512199;47.225,69;5934863045215;43.211,93;8837613673905;46.544,41;2011896625344;72.839,14;868250584933;42.986,68;4645669111392;47.716,06;16634952700
2020-03-07;45.160,59;5519782512199;47.225,69;5934863045215;43.211,93;8837613673905;46.544,41;2011896625344;72.839,14;868250584933;42.986,68;4645669111392;47.716,06;16634952700
2020-03-08;45.160,59;5519782512199;47.225,69;5934863045215;43.211,93;8837613673905;46.544,41;2011896625344;72.839,14;868250584933;42.986,68;4645669111392;47.716,06;16634952700
2020-03-09;45.364,24;5269605610540;47.418,31;5662948496824;43.339,08;8420175604346;46.749,10;1920129426510;73.138,71;853607420820;43.176,44;4531872589651;47.926,08;15640917837
2020-03-10;45.481,72;5154611414769;47.587,00;5507568401184;43.439,44;7996770669029;46.948,10;1867245233311;73.334,47;847688590383;43.299,79;4488343780254;48.122,48;14857298405
2020-03-11;45.391,95;5110728661265;47.518,74;5462040504730;43.421,05;7824633881500;46.883,79;1852859872403;73.221,43;843741745689;43.231,16;4465185626876;48.027,37;14540396445
2020-03-12;45.367,58;5094789473771;47.498,74;5446813151776;43.430,96;7793843134285;46.862,81;1847690545894;73.209,34;843312733529;43.223,18;4456649709291;47.983,19;14376765405
2020-03-13;44.417,14;5006322927061;46.548,36;5354039259322;42.615,08;7663846021647;45.954,82;1815039253047;71.747,68;827809409428;42.270,19;4368722935470;47.035,95;14345290030
2020-03-14;44.417,14;5006322927061;46.548,36;5354039259322;42.615,08;7663846021647;45.954,82;1815039253047;71.747,68;827809409428;42.270,19;4368722935470;47.035,95;14345290030
2020-03-15;44.417,14;5006322927061;46.548,36;5354039259322;42.615,08;7663846021647;45.954,82;1815039253047;71.747,68;827809409428;42.270,19;4368722935470;47.035,95;14345290030
2020-03-16;44.491,27;5027383394427;46.605,77;5371655887385;42.679,60;7693585998446;46.018,64;1816327188084;71.855,17;833878017307;42.388,76;4382803187184;47.111,00;14889723147
2020-03-17;44.756,69;5106962433440;46.873,97;5437445223278;43.016,61;7812450238955;46.320,38;1832973141971;72.268,32;841137704356;42.636,01;4423102746112;47.240,86;15302317437
2020-03-18;44.698,55;5351805668148;46.920,13;5711562966458;42.963,56;8189227800902;46.379,74;1926475487275;72.341,03;870282134168;42.616,02;4626069933294;47.308,96;16439720287
2020-03-19;43.689,93;5479514361298;46.007,24;5866598617305;42.140,58;8411402226873;45.387,48;1975133954392;70.801,08;863830781945;41.678,53;4632074351110;46.393,95;16870287971
2020-03-20;43.350,47;5695251026893;45.645,92;6096803495341;41.813,11;8743795844815;45.003,93;2033112327729;70.136,48;865505753445;41.290,94;4678913169848;45.964,43;17543695824
2020-03-21;43.350,47;5695251026893;45.645,92;6096803495341;41.813,11;8743795844815;45.003,93;2033112327729;70.136,48;865505753445;41.290,94;4678913169848;45.964,43;17543695824
2020-03-22;43.350,47;5695251026893;45.645,92;6096803495341;41.813,11;8743795844815;45.003,93;2033112327729;70.136,48;865505753445;41.290,94;4678913169848;45.964,43;17543695824
